ID,Title
58,CellSium – Versatile Cell Simulator for Microcolony Ground Truth Generation
59,Automated Cattle Classification and Counting Using Hybridized Mask R-CNN and YOLOv3 Algorithms
60,Comparative Study on Deep Learning Methods for Apple Ripeness Estimation on Tree
61,On the Arbitrary-Oriented Object Detection: Classification Based Approaches Revisited
62,YOLO-V3 based real-time drone detection algorithm
63,A novel efficient method for welding spots detection
64,Implementation of Real-time Face Mask Detection with Convolutional Neural Network (CNN) and OpenCV
65,Generation of microbial colonies dataset with deep learning style transfer
66,Behind the Leaves: Estimation of Occluded Grapevine Berries With Conditional Generative Adversarial Networks
67,SMD-Net: Siamese Multi-Scale Difference-Enhancement Network for Change Detection in Remote Sensing
68,Prediction of Harvest Time of Tomato Using Mask R-CNN
69,Arbitrary-shaped scene text detection with keypoint-based shape representation
70,Toward multi-category garments virtual try-on method by coarse to fine TPS deformation
71,Multi-distance metric network for few-shot learning
72,PDS-Net: A novel point and depth-wise separable convolution for real-time object detection
73,Real-Time Maritime Obstacle Detection Based on YOLOv5 for Autonomous Berthing
74,Face Detection on Thermal Infrared Images Combined with Visible Images
75,A mask area based grasping force control strategy for force sensor-less robot
76,Improved Yolov5 Algorithm for Surface Defect Detection of Strip Steel
77,A Method of Remote Sensing Image Object Detection Based on Attention
78,Earf-YOLO: An Efficient Attention Receptive Field Model for Recognizing Symbols of Zhuang Minority Patterns
79,"Extraction and analysis of natural disaster-related VGI from social media: review, opportunities and challenges"
80,Research Contribution and Comprehensive Review towards the Semantic Segmentation of Aerial Images Using Deep Learning Techniques
81,Data Augmentation Using Generative Adversarial Networks for Multi-Class Segmentation of Lung Confocal IF Images
82,Using Mask-RCNN to Identify Defective Parts of Fruits and Vegetables
83,DrawnNet: Offline Hand-Drawn Diagram Recognition Based on Keypoint Prediction of Aggregating Geometric Characteristics
84,Improved-Mask R-CNN: Towards an accurate generic MSK MRI instance segmentation platform (data from the Osteoarthritis Initiative)
85,Towards efficient filter pruning via topology
86,Accurate visual representation learning for single object tracking
87,Identification of the left ventricle endocardial border on two-dimensional ultrasound images using deep layer aggregation for residual dense networks
88,Human action interpretation using convolutional neural network: a survey
89,HESIP: A Hybrid System for Explaining Sub-symbolic Predictions
90,A U‐snake based deep learning network for right ventricle segmentation
91,Beat-Level Interpretation of Intra-Patient Paradigm Based on Object Detection
92,Model-Agnostic Temporal Regularizer for Object Localization Using Motion Fields
93,A deep learning-based approach to extraction of filler morphology in SEM images with the application of automated quality inspection
94,Dynamic Small Target Detection and Tracking Based on Hierarchical Network and Adaptive Input Image Stream
95,Using Affordances to Improve Robotic Understanding Based on Deep Learning
96,Mask R-CNN-Based System for Automated Reindeer Recognition and Counting from Aerial Photographs
97,Belt Tear Detection for Coal Mining Conveyors
98,"Cognitive sensor systems for NDE 4.0: Technology, AI embedding, validation and qualification"
99,New Benchmark for Household Garbage Image Recognition
100,Boosting Scene Graph Generation with Visual Relation Saliency
101,Towards Machine Learning-Aided Lung Cancer Clinical Routines: Approaches and Open Challenges
102,Operator Behavior Analysis System for Operation Room Based on Deep Learning
103,PVT v2: Improved baselines with Pyramid Vision Transformer
104,Performance evaluation of salient object detection techniques
105,Attention-based fusion factor in FPN for object detection
106,Automatic Driving System by Recognizing Road Signs Using Digital Image Processing
107,Prostate Segmentation of Ultrasound Images Based on Interpretable-Guided Mathematical Model
108,Real-time Detection of Tiny Objects Based on a Weighted Bi-directional FPN
109,Graph Neural Networks Based Multi-granularity Feature Representation Learning for Fine-Grained Visual Categorization
110,Deep learning tools and modeling to estimate the temporal expression of cell cycle proteins from 2D still images
111,Artificial intelligence models for diagnosing gingivitis and periodontal disease: A systematic review
112,Open‐source deep learning‐based air‐void detection algorithm for concrete microscopic images
113,Improved YOLO object detection algorithm to detect ripe pineapple phase
114,A novel approach of boundary preservative apparel detection and classification of fashion images using deep learning
115,MGA-YOLOv4: a multi-scale pedestrian detection method based on mask-guided attention
116,A Deep Learning Paradigm for Detection and Segmentation of Plant Leaves Diseases
117,Deep Neural Networks for Medical Image Segmentation
118,Object detectors involving a NAS-gate convolutional module and capsule attention module
119,Small object detection method with shallow feature fusion network for chip surface defect detection
120,Automatic Ceiling Damage Detection in Large-Span Structures Based on Computer Vision and Deep Learning
121,Image classification using convolutional neural network with wavelet domain inputs
122,RESC: REfine the SCore with adaptive transformer head for end-to-end object detection
123,Design Guidance for Lightweight Object Detection Models
124,Computational Approaches for Acute Traumatic Brain Injury Image Recognition
125,Perspective-Corrected Extraction of Trajectories from Urban Traffic Camera Using CNN
126,Tooth instance segmentation from cone-beam CT images through point-based detection and Gaussian disentanglement
127,Automatic Segmentation of Aircraft Dents in Point Clouds (SAE Paper 2022-01-0022)
128,Organ- and function-specific anatomical organization and bioelectronic modulation of the vagus nerve
129,"A BIM Based Framework for Damage Segmentation, Modeling, and Visualization Using IFC"
130,Image forgery localization based on fully convolutional network with noise feature
131,Adapted human pose: monocular 3D human pose estimation with zero real 3D pose data
132,Vehicles Detection Based on Improved YOLOv3
133,Automated Geological Landmarks Detection on Mars Using Deep Domain Adaptation From Lunar High-Resolution Satellite Images
134,Lightweight human pose estimation: CVC-net
135,Sheep Identification with Distance Balance in Two Stages Deep Learning
136,Mediastinal lymph nodes segmentation using 3D convolutional neural network ensembles and anatomical priors guiding
137,Dual-stream shadow detection network: biologically inspired shadow detection for remote sensing images
138,Winter anticyclone activities in Siberia and their relationship to the regional temperature anomaly
139,Deep learning techniques to classify agricultural crops through UAV imagery: a review
140,Detection of Lower Body for AGV Based on SSD Algorithm with ResNet
141,Warp and Learn: Novel Views Generation for Vehicles and Other Objects
142,Parallax Attention for Unsupervised Stereo Correspondence Learning
143,Automatic Detection of Osteochondral Lesions of the Talus via Deep Learning
144,Small object detection combining attention mechanism and a novel FPN
145,A Real-Time Method for Time-to-Collision Estimation from Aerial Images
146,MSR-RCNN: A Multi-Class Crop Pest Detection Network Based on a Multi-Scale Super-Resolution Feature Enhancement Module
147,Distance Field-Based Convolutional Neural Network for Edge Detection
148,DDTNet: A dense dual-task network for tumor-infiltrating lymphocyte detection and segmentation in histopathological images of breast cancer
149,Tig1 regulates proximo-distal identity during salamander limb regeneration
150,Research on Detection Algorithm of Tablet Surface Defect Based on Yolov3
151,Intelligent Welding Defect Detection Model on Improved R-CNN
152,Intelligent Crack Detection and Quantification in the Concrete Bridge: A Deep Learning-Assisted Image Processing Approach
153,Multi-fusion feature pyramid for real-time hand detection
154,End-to-End Deep Learning-Based Cells Detection in Microscopic Leucorrhea Images.
155,Copyright protection of deep neural network models using digital watermarking: a comparative study
156,Domain-Specific Cycle-GAN Augmentation Improves Domain Generalizability for Mitosis Detection
157,Modality specific U-Net variants for biomedical image segmentation: a survey
158,Global contextual attention for pure regression object detection
159,Double parallel branches FCOS for human detection in a crowd
160,Recursive Multi-Scale Channel-Spatial Attention for Fine-Grained Image Classification
161,Dynamic sample weighting for weakly supervised object detection
162,Multi-scale features fused network with multi-level supervised path for crowd counting
163,Bioinspired approach-sensitive neural network for collision detection in cluttered and dynamic backgrounds
164,ChickenNet - an end-to-end approach for plumage condition assessment of laying hens in commercial farms using computer vision
165,A detection approach for bundled log ends using K-median clustering and improved YOLOv4-Tiny network
166,Automated quality control of vacuum insulated glazing by convolutional neural network image classification
167,Towards a multisensor station for automated biodiversity monitoring
168,SoFTNet: A concept-controlled deep learning architecture for interpretable image classification
169,"Aligning and linking entity mentions in image, text, and knowledge base"
170,A novel vision-based weakly supervised framework for autonomous yield estimation in agricultural applications
171,A two-stage deep transfer learning model and its application for medical image processing in Traditional Chinese Medicine
172,Semi-supervised NPC segmentation with uncertainty and attention guided consistency
173,Efficient semantic place categorization by a robot through active line-of-sight selection
174,Joint face detection and Facial Landmark Localization using graph match and pseudo label
175,Bleeding contour detection for craniotomy
176,InsectCV: A system for insect detection in the lab from trap images
177,Visual detection and tracking algorithms for minimally invasive surgical instruments: A comprehensive review of the state-of-the-art
178,Numerical modeling of 3D woven composite reinforcements: A review
179,Score-based mask edge improvement of Mask-RCNN for segmentation of fruit and vegetables
180,A review of speaker diarization: Recent advances with deep learning
181,Joint speaker diarization and speech recognition based on region proposal networks
182,A comprehensive and systematic review on classical and deep learning based region proposal algorithms
183,Layout Aware Semantic Element Extraction for Sustainable Science & Technology Decision Support
184,Deep Segmentation of Corrupted Glyphs
185,Self-Adaptive Feature Transformation Networks for Object Detection in low luminance Images
186,Automated Rock Quality Designation Using Convolutional Neural Networks
187,Defect detection of photovoltaic glass based on level set map
188,Epidemiological Mucormycosis treatment and diagnosis challenges using the adaptive properties of computer vision techniques based approach: a review
189,Application of Artificial Intelligence and Deep Learning for Choroid Segmentation in Myopia
190,Road object detection: a comparative study of deep learning-based algorithms
191,A method for seismic horizon tracing using deep learning with uncertain labels
192,Automated defect detection in digital radiography of aerospace welds using deep learning
193,VGGFace-Ear: An Extended Dataset for Unconstrained Ear Recognition †
194,AFD-StackGAN: Automatic Mask Generation Network for Face De-Occlusion Using StackGAN
195,One-Shot Learning with Pseudo-Labeling for Cattle Video Segmentation in Smart Livestock Farming
196,Fixed-Size Objects Encoding for Visual Relationship Detection
197,Track Defect Recognition Algorithm Based on Deep Learning
198,Computer Vision-Based Path Planning for Robot Arms in Three-Dimensional Workspaces Using Q-Learning and Neural Networks
199,Three-dimensional image authentication with double random phase encryption in one capture.
200,Delving into the Effectiveness of Receptive Fields: Learning Scale-Transferrable Architectures for Practical Object Detection
201,Classifying nanostructured and heterogeneous materials from transmission electron microscopy images using convolutional neural networks
202,Performance Enhancement of Action Recognition System Using Inception V3 Model
203,Using artificial intelligence and real galaxy images to constrain parameters in galaxy formation simulations
204,CDNet: a real-time and robust crosswalk detection network on Jetson nano based on YOLOv5
205,Object Detection in Motion Reproduction System with Segmentation Algorithm
206,A robust object detection system with occlusion handling for mobile devices
207,DFusion: Denoised TSDF Fusion of Multiple Depth Maps with Sensor Pose Noises
208,Automated Structural Analysis and Quantitative Characterization of Scar Tissue Using Machine Learning
209,Automatic quantification and classification of microplastics in scanning electron micrographs via deep learning
210,Semantic segmentation and photogrammetry of crowdsourced images to monitor historic facades
211,Convolutional Blur Attention Network for Cell Nuclei Segmentation
212,GAN-Based Image Colorization for Self-Supervised Visual Feature Learning
213,Robust Object Detection via Adversarial Novel Style Exploration
214,Towards Accurate Oriented Object Detection in Aerial Images with Adaptive Multi-level Feature Fusion
215,Revisiting Local Descriptor for Improved Few-Shot Classification
216,Detail injection with heterogeneous composite backbone network for object detection
217,CurSeg: A pavement crack detector based on a deep hierarchical feature learning segmentation framework
218,Segmentation of Lung Nodules on CT Images Using a Nested Three-Dimensional Fully Connected Convolutional Network
219,The application research of AI image recognition and processing technology in the early diagnosis of the COVID-19
220,LIM Tracker: a software package for cell tracking and analysis with advanced interactivity
221,Deep learning approach based on superpixel segmentation assisted labeling for automatic pressure ulcer diagnosis
222,KPAM: KeyPoint Affordances for Category-Level Robotic Manipulation
223,Robot-Assisted Feeding: Generalizing Skewering Strategies Across Food Items on a Plate
224,Inferring Occluded Geometry Improves Performance When Retrieving an Object from Dense Clutter
225,Can Artificial Intelligence Help in the Study of Vegetative Growth Patterns from Herbarium Collections? An Evaluation of the Tropical Flora of the French Guiana Forest
226,LASOR: Learning Accurate 3D Human Pose and Shape via Synthetic Occlusion-Aware Data and Neural Mesh Rendering
227,Exploring Structural Knowledge for Automated Visual Inspection of Moving Trains
228,UAV remote sensing monitoring of pine forest diseases based on improved Mask R-CNN
229,YOLO V4 with hybrid dilated convolution attention module for object detection in the aerial dataset
230,"Monitoring Space Weather: Using Automated, Accurate Neural Network Based Whistler Segmentation for Whistler Inversion"
231,Towards Machine Vision for Insect Welfare Monitoring and Behavioural Insights
232,From Scene Flow to Visual Odometry Through Local and Global Regularisation in Markov Random Fields
233,Stereo Plane R-CNN: Accurate Scene Geometry Reconstruction Using Planar Segments and Camera-Agnostic Representation
234,Automated Full Scene Parsing for Marine ASVs Using Monocular Vision
235,Manipulator Posture Estimation Method Based on Multi-eye Vision and Key Point Detection
236,Navigating an Automated Driving Vehicle via the Early Fusion of Multi-Modality
237,Deep learning for gastroscopic images: computer-aided techniques for clinicians
238,Examination of blood samples using deep learning and mobile microscopy
239,Brain Tumor Imaging: Applications of Artificial Intelligence
240,A UAV Visual Relocalization Method Using Semantic Object Features Based on Internet of Things
241,A deep adversarial model for segmentation-assisted COVID-19 diagnosis using CT images
242,Wheat-Net: An Automatic Dense Wheat Spike Segmentation Method Based on an Optimized Hybrid Task Cascade Model
243,SAI: Fast and automated quantification of stomatal parameters on microscope images
244,Incorporating pixel proximity into answer aggregation for crowdsourced image segmentation
245,When AI meets store layout design: a review
246,Logo Generation Using Regional Features: A Faster R-CNN Approach to Generative Adversarial Networks
247,Method for online matching of multiple identical targets using local homography matrix based on moving DLT
248,Efficient Small-Object Detection in Airport Surface Based on Maintain Feature High Resolution
249,An AI-assisted Tool For Efficient Prostate Cancer Diagnosis
250,A Survey on Deep Learning-based Architectures for Semantic Segmentation on 2D Images
251,Development of a convolutional neural network for the identification and the measurement of the median nerve on ultrasound images acquired at carpal tunnel level
252,Sequence-based prediction of protein binding regions and drug–target interactions
253,Mask R-CNN Algoritmasını Kullanarak Demiryolu Travers Eksikliklerinin Tespiti İçin Otonom İHA Tasarımı
254,SA-FPN: An effective feature pyramid network for crowded human detection
255,Carton dataset synthesis method for loading-and-unloading carton detection based on deep learning
256,Conditional Generative Adversarial Networks with Adversarial Attack and Defense for Generative Data Augmentation
257,"SDA-Net: a detector for small, densely distributed, and arbitrary-directional ships in remote sensing images"
258,A region-based deep learning approach to instance segmentation of aerial orthoimagery for building rooftop extraction1
259,"Evaluating the Precision of Automatic Segmentation of Teeth, Gingiva and Facial Landmarks for 2D Digital Smile Design Using Real-Time Instance Segmentation Network"
260,A Dataset of Ground Vehicle Targets from Satellite SAR Images and Its Application to Detection and Instance Segmentation
261,Wear debris recognition and quantification in ferrography images by instance segmentation
262,Instance-level Object relation module for one-stage Object Detection
263,A Clinical Dataset and Various Baselines for Chromosome Instance Segmentation
264,A Lightweight Encoder–Decoder Path for Deep Residual Networks
265,Visual Grounding Via Accumulated Attention
266,Disentangling Monocular 3D Object Detection: From Single to Multi-Class Recognition
267,Grid Anchor Based Image Cropping: A New Benchmark and An Efficient Model
268,"Leveraging Instance-, Image- and Dataset-Level Information for Weakly Supervised Instance Segmentation"
269,Meta-Transfer Learning Through Hard Tasks
270,PhiNets: a scalable backbone for low-power AI at the edge
271,Tree's detection & health's assessment from Ultra-High Resolution UAV Imagery and Deep Learning
272,Contextual Guided Segmentation Framework for Semi-supervised Video Instance Segmentation
273,Real-Time Φ-OTDR Vibration Event Recognition Based on Image Target Detection
274,Improved YOLOv5 Network Method for Remote Sensing Image Based Ground Objects Recognition
275,Improved vehicle detection systems with double-layer LSTM modules
276,Robust deep learning object recognition models rely on low frequency information in natural images
277,Enhanced Graph Representations for Graph Convolutional Network Models
278,An Inverted Residual based Lightweight Network for Object Detection in Sweeping Robots
279,Network Adjustment: Channel and Block Search Guided by Resource Utilization Ratio
280,Video-based fully automatic assessment of open surgery suturing skills
281,Refined One-Stage Oriented Object Detection Method for Remote Sensing Images
282,Cross-Domain Knowledge Transfer Using High Dynamic Range Imaging in Synthetic Datasets
283,PolarMesh: A Star-Convex 3D Shape Approximation for Object Pose Estimation
284,Joint Plant and Leaf Instance Segmentation on Field-Scale UAV Imagery
285,Gender Recognition Using a Gaze-Guided Self-Attention Mechanism Robust Against Background Bias in Training Samples
286,Engram-Driven Videography
287,3D scene graph prediction from point clouds
288,A fast and efficient green apple object detection model based on Foveabox
289,Learning discriminative representations for multi-label image recognition
290,Geometry-aware fruit grasping estimation for robotic harvesting in apple orchards
291,Assessing the efficacy of machine learning techniques to characterize soybean defoliation from unmanned aerial vehicles
292,Foreign object detection for railway ballastless trackbeds: A semisupervised learning method
293,Improved Mask R-CNN for obstacle detection of rail transit
294,BushNet: Effective semantic segmentation of bush in large-scale point clouds
295,Accurate and effective framework for identifying track defects
296,Superclass-aware network for few-shot learning
297,Automatic detection and localization of thighbone fractures in X-ray based on improved deep learning method
298,Applying machine learning and google street view to explore effects of drivers’ visual environment on traffic safety
299,Counting trees in a subtropical mega city using the instance segmentation method
300,Discriminative distribution alignment for domain adaptive object detection
301,Urban scene based Semantical Modulation for Pedestrian Detection
302,Instance-level Context Attention Network for instance segmentation
303,Perceiving informative key-points: A self-attention approach for person search
304,"Automatic, operational, high-resolution monitoring of fish length and catch numbers from landings using deep learning"
305,Estimating construction waste truck payload volume using monocular vision
306,Accurate floorplan reconstruction using geometric priors
307,Contextual ensemble network for semantic segmentation
308,Vectorized instance segmentation using periodic B-splines based on cascade architecture
309,Balanced single-shot object detection using cross-context attention-guided network
310,Improving behavioral mechanism of game AI and controlling difficulty of FPS game through artificial intelligence cognitive system introduced with Convolutional Neural Networks Algorithm
311,Improving Robot Perception Skills Using a Fast Image-Labelling Method with Minimal Human Intervention
312,Automated pavement distress segmentation on asphalt surfaces using a deep learning network
313,Automotive Perception System Evaluation with Reference Data from a UAV’s Camera Using ArUco Markers and DCNN
314,Multi-feature Fusion VoteNet for 3D Object Detection
315,Few2Decide: towards a robust model via using few neuron connections to decide
316,An evolving ensemble model of multi-stream convolutional neural networks for human action recognition in still images
317,U-Net skip-connection architectures for the automated counting of microplastics
318,A deep learning approach for insulator instance segmentation and defect detection
319,Edge-enhanced instance segmentation by grid regions of interest
320,Automatic pulmonary ground‐glass opacity nodules detection and classification based on 3D neural network
321,Dual-branch network via pseudo-label training for thyroid nodule detection in ultrasound image
322,The MAMe dataset: on the relevance of high resolution and variable shape image properties
323,Diagnosis of hypercritical chronic pulmonary disorders using dense convolutional network through chest radiography
324,Detection of Camouflaged Drones using Computer Vision and Deep Learning Techniques
325,A Review of the Challenges of Using Deep Learning Algorithms to Support Decision-Making in Agricultural Activities
326,Cross-modality supervised image restoration enables nanoscale tracking of synaptic plasticity in living mice
327,LungSeek: 3D Selective Kernel residual network for pulmonary nodule diagnosis
328,Volumetric Instance-Level Semantic Mapping Via Multi-View 2D-to-3D Label Diffusion
329,Learning Enriched Global Context Information for Human Pose Estimation
330,Toward automatic plant phenotyping: starting from leaf counting
331,Enhancing accuracy of human action Recognition System using Skeleton Point correction method
332,Usage of compressed domain in fast frameworks
333,Improving Robotic Hand Prosthesis Control With Eye Tracking and Computer Vision: A Multimodal Approach Based on the Visuomotor Behavior of Grasping
334,Concatenated Network Fusion Algorithm (CNFA) Based on Deep Learning: Improving the Detection Accuracy of Surface Defects for Ceramic Tile
335,Learnable Online Graph Representations for 3D Multi-Object Tracking
336,New particle formation event detection with Mask R-CNN
337,BDU‐net: Toward accurate segmentation of dental image using border guidance and feature map distortion
338,FaceMask: A New Image Dataset for the Automated Identification of People Wearing Masks in the Wild
339,A Path Planning Method with Perception Optimization Based on Sky Scanning for UAVs
340,Early Detection of Nucleation Events From Solution in LC-TEM by Machine Learning
341,Image-Based Analysis of Dense Particle Mixtures via Mask R-CNN
342,Fast and Robust People Detection in RGB Images
343,Online clustering-based multi-camera vehicle tracking in scenarios with overlapping FOVs
344,Human Pose Estimation Based on Multi-branch Convolutional Neural Network
345,Deep learning based high-throughput phenotyping of chalkiness in rice exposed to high night temperature
346,Contour proposal networks for biomedical instance segmentation
347,Vehicle Detection and Tracking for 511 Traffic Cameras With U-Shaped Dual Attention Inception Neural Networks and Spatial-Temporal Map
348,Learning 3D Semantic Scene Graphs with Instance Embeddings
349,Light direction estimation and hand touchable interaction for augmented reality
350,Multi-organ auto-delineation in head-and-neck MRI for radiation therapy using regional convolutional neural network
351,DARLENE – Improving situational awareness of European law enforcement agents through a combination of augmented reality and artificial intelligence solutions
352,Feature dimensionality reduction: a review
353,Difficulty-Aware Brain Lesion Segmentation from MRI Scans
354,Circumferentially rotatable inspection robot with elastic suspensions for bridge cables
355,Fast Panoptic Segmentation with Soft Attention Embeddings
356,An Approach of Secret Sharing Technique Based on Convolution Neural Network and DNA Sequence for Data Security in Wireless Communication
357,Strategy for Creating AR Applications in Static and Dynamic Environments Using SLAM- and Marker Detector-Based Tracking
358,"A study on video semantics; overview, challenges, and applications"
359,"CellSeg: a robust, pre-trained nucleus segmentation and pixel quantification software for highly multiplexed fluorescence images"
360,Monocular Depth Estimation with Self-Supervised Learning for Vineyard Unmanned Agricultural Vehicle
361,PARROT: A Pilot Study on the Open Access Provision of Particle-Discrete Tomographic Datasets.
362,Automatic colorectal cancer screening using deep-learning on spatial light interference microscopy data
363,An implementation framework for vision-based bat-like inverted perching with bi-directionalthrust quadrotor
364,Medical image segmentation using deep learning: A survey
365,MAMask: Multi‐feature aggregation instance segmentation with pyramid attention mechanism
366,Advanced eNose-Driven Pedestrian Tracking Pipeline for Intelligent Car Driver Assisting System: Preliminary Results
367,A Survey of Research on Crowd Abnormal Behavior Detection Algorithm Based on YOLO Network
368,HT-Net: hierarchical context-attention transformer network for medical ct image segmentation
369,ACME: Automatic feature extraction for cell migration examination through intravital microscopy imaging
370,PR‐NET: Progressively‐refined neural network for image manipulation localization
371,OpenMPD: An Open Multimodal Perception Dataset for Autonomous Driving
372,"Artificial Intelligence in Diagnostic Radiology: Where Do We Stand, Challenges, and Opportunities"
373,Automated selection of mid-height intervertebral disc slice in traverse lumbar spine MRI using a combination of deep learning feature and machine learning classifier
374,SIRA: Scale illumination rotation affine invariant mask R-CNN for pedestrian detection
375,Single Camera-Based Remote Physical Therapy: Verification on a Large Video Dataset
376,iCaps: Iterative Category-Level Object Pose and Shape Estimation
377,Birds-Eye-View Panoptic Segmentation Using Monocular Frontal View Images
378,SPAN: Strong Scattering Point Aware Network for Ship Detection and Classification in Large-Scale SAR Imagery
379,"Automated Detection, Classification and Counting of Fish in Fish Passages With Deep Learning"
380,Multicategory damage detection and safety assessment of post‐earthquake reinforced concrete structures using deep learning
381,High-speed tracking for overlapped vehicles using Instance Segmentation and contour deformation
382,Fast 3D Object Detection with RGB-D Images Using Graph Convolutional Network
383,Underwater Fish Detection and Counting Using Mask Regional Convolutional Neural Network
384,Automation of tree-ring detection and measurements using deep learning
385,Recent Advances in 3D Human Pose Estimation: From Optimization to Implementation and Beyond
386,Behavior monitoring model of kitchen staff based on YOLOv5l and DeepSort techniques
387,Protection of image ROI using chaos-based encryption and DCNN-based object detection
388,Path and Floor Detection in Outdoor Environments for Fall Prevention of the Visually Impaired Population
389,Deep convolutional neural networks for computer-aided breast cancer diagnostic: a survey
390,A novel deep learning-based 3D cell segmentation framework for future image-based disease detection
391,A YOLOv4 Model with FPN for Service Plates Detection
392,Spatial and contextual aware network based on multi-resolution for human pose estimation
393,Attentional and adversarial feature mimic for efficient object detection
394,Multi‐defect segmentation from façade images using balanced copy–paste method
395,Communicating Photograph Content Through Tactile Images to People With Visual Impairments
396,Matrix-product neural network based on sequence block matrix product
397,Detection of Cyclists' Crossing Intentions for Autonomous Vehicles
398,Detection of Martian dust storms using mask regional convolutional neural networks
399,HandO: a hybrid 3D hand–object reconstruction model for unknown objects
400,"Comparing YOLOv3, YOLOv4 and YOLOv5 for Autonomous Landing Spot Detection in Faulty UAVs"
401,COVID-CT-Mask-Net: prediction of COVID-19 from CT scans using regional features
402,STP-Net: Spatio-Temporal Polarization Network for action recognition using polarimetric videos
403,Video-Based Ski Jump Style Scoring from Pose Trajectory
404,Fast and Lightweight Online Person Search for Large-Scale Surveillance Systems
405,DIOR: DIstill Observations to Representations for Multi-Object Tracking and Segmentation
406,Improving Model Generalization by Agreement of Learned Representations from Data Augmentation
407,PoP-Net: Pose over Parts Network for Multi-Person 3D Pose Estimation from a Depth Image
408,Unveiling Real-Life Effects of Online Photo Sharing
409,Inpaint2Learn: A Self-Supervised Framework for Affordance Learning
410,Fast-CLOCs: Fast Camera-LiDAR Object Candidates Fusion for 3D Object Detection
411,DG-Labeler and DGL-MOTS Dataset: Boost the Autonomous Driving Perception
412,CeyMo: See More on Roads - A Novel Benchmark Dataset for Road Marking Detection
413,FASSST: Fast Attention Based Single-Stage Segmentation Net for Real-Time Instance Segmentation
414,Time-Space Transformers for Video Panoptic Segmentation
415,InfographicVQA
416,Visual Understanding of Complex Table Structures from Document Images
417,Co-Segmentation Aided Two-Stream Architecture for Video Captioning
418,SC-UDA: Style and Content Gaps aware Unsupervised Domain Adaptation for Object Detection
